studentid,userid
620056897,56897
620056898,56898
620056899,56899
620056900,56900
620056901,56901
620056902,56902
620056903,56903
620056904,56904
620056905,56905
620056906,56906
620056907,56907
620056908,56908
620056909,56909
620056910,56910
620056911,56911
620056912,56912
620056913,56913
620056914,56914
620056915,56915
620056916,56916
620056917,56917
620056918,56918
620056919,56919
620056920,56920
620056921,56921
620056922,56922
620056923,56923
620056924,56924
620056925,56925
620056926,56926
620056927,56927
620056928,56928
620056929,56929
620056930,56930
620056931,56931
620056932,56932
620056933,56933
620056934,56934
620056935,56935
620056936,56936
620056937,56937
620056938,56938
620056939,56939
620056940,56940
620056941,56941
620056942,56942
620056943,56943
620056944,56944
620056945,56945
620056946,56946
620056947,56947
620056948,56948
620056949,56949
620056950,56950
620056951,56951
620056952,56952
620056953,56953
620056954,56954
620056955,56955
620056956,56956
620056957,56957
620056958,56958
620056959,56959
620056960,56960
620056961,56961
620056962,56962
620056963,56963
620056964,56964
620056965,56965
620056966,56966
620056967,56967
620056968,56968
620056969,56969
620056970,56970
620056971,56971
620056972,56972
620056973,56973
620056974,56974
620056975,56975
620056976,56976
620056977,56977
620056978,56978
620056979,56979
620056980,56980
620056981,56981
620056982,56982
620056983,56983
620056984,56984
620056985,56985
620056986,56986
620056987,56987
620056988,56988
620056989,56989
620056990,56990
620056991,56991
620056992,56992
620056993,56993
620056994,56994
620056995,56995
620056996,56996
620056997,56997
620056998,56998
620056999,56999
620057000,57000
620057001,57001
620057002,57002
620057003,57003
620057004,57004
620057005,57005
620057006,57006
620057007,57007
620057008,57008
620057009,57009
620057010,57010
620057011,57011
620057012,57012
620057013,57013
620057014,57014
620057015,57015
620057016,57016
620057017,57017
620057018,57018
620057019,57019
620057020,57020
620057021,57021
620057022,57022
620057023,57023
620057024,57024
620057025,57025
620057026,57026
620057027,57027
620057028,57028
620057029,57029
620057030,57030
620057031,57031
620057032,57032
620057033,57033
620057034,57034
620057035,57035
620057036,57036
620057037,57037
620057038,57038
620057039,57039
620057040,57040
620057041,57041
620057042,57042
620057043,57043
620057044,57044
620057045,57045
620057046,57046
620057047,57047
620057048,57048
620057049,57049
620057050,57050
620057051,57051
620057052,57052
620057053,57053
620057054,57054
620057055,57055
620057056,57056
620057057,57057
620057058,57058
620057059,57059
620057060,57060
620057061,57061
620057062,57062
620057063,57063
620057064,57064
620057065,57065
620057066,57066
620057067,57067
620057068,57068
620057069,57069
620057070,57070
620057071,57071
620057072,57072
620057073,57073
620057074,57074
620057075,57075
620057076,57076
620057077,57077
620057078,57078
620057079,57079
620057080,57080
620057081,57081
620057082,57082
620057083,57083
620057084,57084
620057085,57085
620057086,57086
620057087,57087
620057088,57088
620057089,57089
620057090,57090
620057091,57091
620057092,57092
620057093,57093
620057094,57094
620057095,57095
620057096,57096
620057097,57097
620057098,57098
620057099,57099
620057100,57100
620057101,57101
620057102,57102
620057103,57103
620057104,57104
620057105,57105
620057106,57106
620057107,57107
620057108,57108
620057109,57109
620057110,57110
620057111,57111
620057112,57112
620057113,57113
620057114,57114
620057115,57115
620057116,57116
620057117,57117
620057118,57118
620057119,57119
620057120,57120
620057121,57121
620057122,57122
620057123,57123
620057124,57124
620057125,57125
620057126,57126
620057127,57127
620057128,57128
620057129,57129
620057130,57130
620057131,57131
620057132,57132
620057133,57133
620057134,57134
620057135,57135
620057136,57136
620057137,57137
620057138,57138
620057139,57139
620057140,57140
620057141,57141
620057142,57142
620057143,57143
620057144,57144
620057145,57145
620057146,57146
620057147,57147
620057148,57148
620057149,57149
620057150,57150
620057151,57151
620057152,57152
620057153,57153
620057154,57154
620057155,57155
620057156,57156
620057157,57157
620057158,57158
620057159,57159
620057160,57160
620057161,57161
620057162,57162
620057163,57163
620057164,57164
620057165,57165
620057166,57166
620057167,57167
620057168,57168
620057169,57169
620057170,57170
620057171,57171
620057172,57172
620057173,57173
620057174,57174
620057175,57175
620057176,57176
620057177,57177
620057178,57178
620057179,57179
620057180,57180
620057181,57181
620057182,57182
620057183,57183
620057184,57184
620057185,57185
620057186,57186
620057187,57187
620057188,57188
620057189,57189
620057190,57190
620057191,57191
620057192,57192
620057193,57193
620057194,57194
620057195,57195
620057196,57196
620057197,57197
620057198,57198
620057199,57199
620057200,57200
620057201,57201
620057202,57202
620057203,57203
620057204,57204
620057205,57205
620057206,57206
620057207,57207
620057208,57208
620057209,57209
620057210,57210
620057211,57211
620057212,57212
620057213,57213
620057214,57214
620057215,57215
620057216,57216
620057217,57217
620057218,57218
620057219,57219
620057220,57220
620057221,57221
620057222,57222
620057223,57223
620057224,57224
620057225,57225
620057226,57226
620057227,57227
620057228,57228
620057229,57229
620057230,57230
620057231,57231
620057232,57232
620057233,57233
620057234,57234
620057235,57235
620057236,57236
620057237,57237
620057238,57238
620057239,57239
620057240,57240
620057241,57241
620057242,57242
620057243,57243
620057244,57244
620057245,57245
620057246,57246
620057247,57247
620057248,57248
620057249,57249
620057250,57250
620057251,57251
620057252,57252
620057253,57253
620057254,57254
620057255,57255
620057256,57256
620057257,57257
620057258,57258
620057259,57259
620057260,57260
620057261,57261
620057262,57262
620057263,57263
620057264,57264
620057265,57265
620057266,57266
620057267,57267
620057268,57268
620057269,57269
620057270,57270
620057271,57271
620057272,57272
620057273,57273
620057274,57274
620057275,57275
620057276,57276
620057277,57277
620057278,57278
620057279,57279
620057280,57280
620057281,57281
620057282,57282
620057283,57283
620057284,57284
620057285,57285
620057286,57286
620057287,57287
620057288,57288
620057289,57289
620057290,57290
620057291,57291
620057292,57292
620057293,57293
620057294,57294
620057295,57295
620057296,57296
620057297,57297
620057298,57298
620057299,57299
620057300,57300
620057301,57301
620057302,57302
620057303,57303
620057304,57304
620057305,57305
620057306,57306
620057307,57307
620057308,57308
620057309,57309
620057310,57310
620057311,57311
620057312,57312
620057313,57313
620057314,57314
620057315,57315
620057316,57316
620057317,57317
620057318,57318
620057319,57319
620057320,57320
620057321,57321
620057322,57322
620057323,57323
620057324,57324
620057325,57325
620057326,57326
620057327,57327
620057328,57328
620057329,57329
620057330,57330
620057331,57331
620057332,57332
620057333,57333
620057334,57334
620057335,57335
620057336,57336
620057337,57337
620057338,57338
620057339,57339
620057340,57340
620057341,57341
620057342,57342
620057343,57343
620057344,57344
620057345,57345
620057346,57346
620057347,57347
620057348,57348
620057349,57349
620057350,57350
620057351,57351
620057352,57352
620057353,57353
620057354,57354
620057355,57355
620057356,57356
620057357,57357
620057358,57358
620057359,57359
620057360,57360
620057361,57361
620057362,57362
620057363,57363
620057364,57364
620057365,57365
620057366,57366
620057367,57367
620057368,57368
620057369,57369
620057370,57370
620057371,57371
620057372,57372
620057373,57373
620057374,57374
620057375,57375
620057376,57376
620057377,57377
620057378,57378
620057379,57379
620057380,57380
620057381,57381
620057382,57382
620057383,57383
620057384,57384
620057385,57385
620057386,57386
620057387,57387
620057388,57388
620057389,57389
620057390,57390
620057391,57391
620057392,57392
620057393,57393
620057394,57394
620057395,57395
620057396,57396
620057397,57397
620057398,57398
620057399,57399
620057400,57400
620057401,57401
620057402,57402
620057403,57403
620057404,57404
620057405,57405
620057406,57406
620057407,57407
620057408,57408
620057409,57409
620057410,57410
620057411,57411
620057412,57412
620057413,57413
620057414,57414
620057415,57415
620057416,57416
620057417,57417
620057418,57418
620057419,57419
620057420,57420
620057421,57421
620057422,57422
620057423,57423
620057424,57424
620057425,57425
620057426,57426
620057427,57427
620057428,57428
620057429,57429
620057430,57430
620057431,57431
620057432,57432
620057433,57433
620057434,57434
620057435,57435
620057436,57436
620057437,57437
620057438,57438
620057439,57439
620057440,57440
620057441,57441
620057442,57442
620057443,57443
620057444,57444
620057445,57445
620057446,57446
620057447,57447
620057448,57448
620057449,57449
620057450,57450
620057451,57451
620057452,57452
620057453,57453
620057454,57454
620057455,57455
620057456,57456
620057457,57457
620057458,57458
620057459,57459
620057460,57460
620057461,57461
620057462,57462
620057463,57463
620057464,57464
620057465,57465
620057466,57466
620057467,57467
620057468,57468
620057469,57469
620057470,57470
620057471,57471
620057472,57472
620057473,57473
620057474,57474
620057475,57475
620057476,57476
620057477,57477
620057478,57478
620057479,57479
620057480,57480
620057481,57481
620057482,57482
620057483,57483
620057484,57484
620057485,57485
620057486,57486
620057487,57487
620057488,57488
620057489,57489
620057490,57490
620057491,57491
620057492,57492
620057493,57493
620057494,57494
620057495,57495
620057496,57496
620057497,57497
620057498,57498
620057499,57499
620057500,57500
620057501,57501
620057502,57502
620057503,57503
620057504,57504
620057505,57505
620057506,57506
620057507,57507
620057508,57508
620057509,57509
620057510,57510
620057511,57511
620057512,57512
620057513,57513
620057514,57514
620057515,57515
620057516,57516
620057517,57517
620057518,57518
620057519,57519
620057520,57520
620057521,57521
620057522,57522
620057523,57523
620057524,57524
620057525,57525
620057526,57526
620057527,57527
620057528,57528
620057529,57529
620057530,57530
620057531,57531
620057532,57532
620057533,57533
620057534,57534
620057535,57535
620057536,57536
620057537,57537
620057538,57538
620057539,57539
620057540,57540
620057541,57541
620057542,57542
620057543,57543
620057544,57544
620057545,57545
620057546,57546
620057547,57547
620057548,57548
620057549,57549
620057550,57550
620057551,57551
620057552,57552
620057553,57553
620057554,57554
620057555,57555
620057556,57556
620057557,57557
620057558,57558
620057559,57559
620057560,57560
620057561,57561
620057562,57562
620057563,57563
620057564,57564
620057565,57565
620057566,57566
620057567,57567
620057568,57568
620057569,57569
620057570,57570
620057571,57571
620057572,57572
620057573,57573
620057574,57574
620057575,57575
620057576,57576
620057577,57577
620057578,57578
620057579,57579
620057580,57580
620057581,57581
620057582,57582
620057583,57583
620057584,57584
620057585,57585
620057586,57586
620057587,57587
620057588,57588
620057589,57589
620057590,57590
620057591,57591
620057592,57592
620057593,57593
620057594,57594
620057595,57595
620057596,57596
620057597,57597
620057598,57598
620057599,57599
620057600,57600
620057601,57601
620057602,57602
620057603,57603
620057604,57604
620057605,57605
620057606,57606
620057607,57607
620057608,57608
620057609,57609
620057610,57610
620057611,57611
620057612,57612
620057613,57613
620057614,57614
620057615,57615
620057616,57616
620057617,57617
620057618,57618
620057619,57619
620057620,57620
620057621,57621
620057622,57622
620057623,57623
620057624,57624
620057625,57625
620057626,57626
620057627,57627
620057628,57628
620057629,57629
620057630,57630
620057631,57631
620057632,57632
620057633,57633
620057634,57634
620057635,57635
620057636,57636
620057637,57637
620057638,57638
620057639,57639
620057640,57640
620057641,57641
620057642,57642
620057643,57643
620057644,57644
620057645,57645
620057646,57646
620057647,57647
620057648,57648
620057649,57649
620057650,57650
620057651,57651
620057652,57652
620057653,57653
620057654,57654
620057655,57655
620057656,57656
620057657,57657
620057658,57658
620057659,57659
620057660,57660
620057661,57661
620057662,57662
620057663,57663
620057664,57664
620057665,57665
620057666,57666
620057667,57667
620057668,57668
620057669,57669
620057670,57670
620057671,57671
620057672,57672
620057673,57673
620057674,57674
620057675,57675
620057676,57676
620057677,57677
620057678,57678
620057679,57679
620057680,57680
620057681,57681
620057682,57682
620057683,57683
620057684,57684
620057685,57685
620057686,57686
620057687,57687
620057688,57688
620057689,57689
620057690,57690
620057691,57691
620057692,57692
620057693,57693
620057694,57694
620057695,57695
620057696,57696
620057697,57697
620057698,57698
620057699,57699
620057700,57700
620057701,57701
620057702,57702
620057703,57703
620057704,57704
620057705,57705
620057706,57706
620057707,57707
620057708,57708
620057709,57709
620057710,57710
620057711,57711
620057712,57712
620057713,57713
620057714,57714
620057715,57715
620057716,57716
620057717,57717
620057718,57718
620057719,57719
620057720,57720
620057721,57721
620057722,57722
620057723,57723
620057724,57724
620057725,57725
620057726,57726
620057727,57727
620057728,57728
620057729,57729
620057730,57730
620057731,57731
620057732,57732
620057733,57733
620057734,57734
620057735,57735
620057736,57736
620057737,57737
620057738,57738
620057739,57739
620057740,57740
620057741,57741
620057742,57742
620057743,57743
620057744,57744
620057745,57745
620057746,57746
620057747,57747
620057748,57748
620057749,57749
620057750,57750
620057751,57751
620057752,57752
620057753,57753
620057754,57754
620057755,57755
620057756,57756
620057757,57757
620057758,57758
620057759,57759
620057760,57760
620057761,57761
620057762,57762
620057763,57763
620057764,57764
620057765,57765
620057766,57766
620057767,57767
620057768,57768
620057769,57769
620057770,57770
620057771,57771
620057772,57772
620057773,57773
620057774,57774
620057775,57775
620057776,57776
620057777,57777
620057778,57778
620057779,57779
620057780,57780
620057781,57781
620057782,57782
620057783,57783
620057784,57784
620057785,57785
620057786,57786
620057787,57787
620057788,57788
620057789,57789
620057790,57790
620057791,57791
620057792,57792
620057793,57793
620057794,57794
620057795,57795
620057796,57796
620057797,57797
620057798,57798
620057799,57799
620057800,57800
620057801,57801
620057802,57802
620057803,57803
620057804,57804
620057805,57805
620057806,57806
620057807,57807
620057808,57808
620057809,57809
620057810,57810
620057811,57811
620057812,57812
620057813,57813
620057814,57814
620057815,57815
620057816,57816
620057817,57817
620057818,57818
620057819,57819
620057820,57820
620057821,57821
620057822,57822
620057823,57823
620057824,57824
620057825,57825
620057826,57826
620057827,57827
620057828,57828
620057829,57829
620057830,57830
620057831,57831
620057832,57832
620057833,57833
620057834,57834
620057835,57835
620057836,57836
620057837,57837
620057838,57838
620057839,57839
620057840,57840
620057841,57841
620057842,57842
620057843,57843
620057844,57844
620057845,57845
620057846,57846
620057847,57847
620057848,57848
620057849,57849
620057850,57850
620057851,57851
620057852,57852
620057853,57853
620057854,57854
620057855,57855
620057856,57856
620057857,57857
620057858,57858
620057859,57859
620057860,57860
620057861,57861
620057862,57862
620057863,57863
620057864,57864
620057865,57865
620057866,57866
620057867,57867
620057868,57868
620057869,57869
620057870,57870
620057871,57871
620057872,57872
620057873,57873
620057874,57874
620057875,57875
620057876,57876
620057877,57877
620057878,57878
620057879,57879
620057880,57880
620057881,57881
620057882,57882
620057883,57883
620057884,57884
620057885,57885
620057886,57886
620057887,57887
620057888,57888
620057889,57889
620057890,57890
620057891,57891
620057892,57892
620057893,57893
620057894,57894
620057895,57895
620057896,57896
620057897,57897
620057898,57898
620057899,57899
620057900,57900
620057901,57901
620057902,57902
620057903,57903
620057904,57904
620057905,57905
620057906,57906
620057907,57907
620057908,57908
620057909,57909
620057910,57910
620057911,57911
620057912,57912
620057913,57913
620057914,57914
620057915,57915
620057916,57916
620057917,57917
620057918,57918
620057919,57919
620057920,57920
620057921,57921
620057922,57922
620057923,57923
620057924,57924
620057925,57925
620057926,57926
620057927,57927
620057928,57928
620057929,57929
620057930,57930
620057931,57931
620057932,57932
620057933,57933
620057934,57934
620057935,57935
620057936,57936
620057937,57937
620057938,57938
620057939,57939
620057940,57940
620057941,57941
620057942,57942
620057943,57943
620057944,57944
620057945,57945
620057946,57946
620057947,57947
620057948,57948
620057949,57949
620057950,57950
620057951,57951
620057952,57952
620057953,57953
620057954,57954
620057955,57955
620057956,57956
620057957,57957
620057958,57958
620057959,57959
620057960,57960
620057961,57961
620057962,57962
620057963,57963
620057964,57964
620057965,57965
620057966,57966
620057967,57967
620057968,57968
620057969,57969
620057970,57970
620057971,57971
620057972,57972
620057973,57973
620057974,57974
620057975,57975
620057976,57976
620057977,57977
620057978,57978
620057979,57979
620057980,57980
620057981,57981
620057982,57982
620057983,57983
620057984,57984
620057985,57985
620057986,57986
620057987,57987
620057988,57988
620057989,57989
620057990,57990
620057991,57991
620057992,57992
620057993,57993
620057994,57994
620057995,57995
620057996,57996
620057997,57997
620057998,57998
620057999,57999
620058000,58000
620058001,58001
620058002,58002
620058003,58003
620058004,58004
620058005,58005
620058006,58006
620058007,58007
620058008,58008
620058009,58009
620058010,58010
620058011,58011
620058012,58012
620058013,58013
620058014,58014
620058015,58015
620058016,58016
620058017,58017
620058018,58018
620058019,58019
620058020,58020
620058021,58021
620058022,58022
620058023,58023
620058024,58024
620058025,58025
620058026,58026
620058027,58027
620058028,58028
620058029,58029
620058030,58030
620058031,58031
620058032,58032
620058033,58033
620058034,58034
620058035,58035
620058036,58036
620058037,58037
620058038,58038
620058039,58039
620058040,58040
620058041,58041
620058042,58042
620058043,58043
620058044,58044
620058045,58045
620058046,58046
620058047,58047
620058048,58048
620058049,58049
620058050,58050
620058051,58051
620058052,58052
620058053,58053
620058054,58054
620058055,58055
620058056,58056
620058057,58057
620058058,58058
620058059,58059
620058060,58060
620058061,58061
620058062,58062
620058063,58063
620058064,58064
620058065,58065
620058066,58066
620058067,58067
620058068,58068
620058069,58069
620058070,58070
620058071,58071
620058072,58072
620058073,58073
620058074,58074
620058075,58075
620058076,58076
620058077,58077
620058078,58078
620058079,58079
620058080,58080
620058081,58081
620058082,58082
620058083,58083
620058084,58084
620058085,58085
620058086,58086
620058087,58087
620058088,58088
620058089,58089
620058090,58090
620058091,58091
620058092,58092
620058093,58093
620058094,58094
620058095,58095
620058096,58096
620058097,58097
620058098,58098
620058099,58099
620058100,58100
620058101,58101
620058102,58102
620058103,58103
620058104,58104
620058105,58105
620058106,58106
620058107,58107
620058108,58108
620058109,58109
620058110,58110
620058111,58111
620058112,58112
620058113,58113
620058114,58114
620058115,58115
620058116,58116
620058117,58117
620058118,58118
620058119,58119
620058120,58120
620058121,58121
620058122,58122
620058123,58123
620058124,58124
620058125,58125
620058126,58126
620058127,58127
620058128,58128
620058129,58129
620058130,58130
620058131,58131
620058132,58132
620058133,58133
620058134,58134
620058135,58135
620058136,58136
620058137,58137
620058138,58138
620058139,58139
620058140,58140
620058141,58141
620058142,58142
620058143,58143
620058144,58144
620058145,58145
620058146,58146
620058147,58147
620058148,58148
620058149,58149
620058150,58150
620058151,58151
620058152,58152
620058153,58153
620058154,58154
620058155,58155
620058156,58156
620058157,58157
620058158,58158
620058159,58159
620058160,58160
620058161,58161
620058162,58162
620058163,58163
620058164,58164
620058165,58165
620058166,58166
620058167,58167
620058168,58168
620058169,58169
620058170,58170
620058171,58171
620058172,58172
620058173,58173
620058174,58174
620058175,58175
620058176,58176
620058177,58177
620058178,58178
620058179,58179
620058180,58180
620058181,58181
620058182,58182
620058183,58183
620058184,58184
620058185,58185
620058186,58186
620058187,58187
620058188,58188
620058189,58189
620058190,58190
620058191,58191
620058192,58192
620058193,58193
620058194,58194
620058195,58195
620058196,58196
620058197,58197
620058198,58198
620058199,58199
620058200,58200
620058201,58201
620058202,58202
620058203,58203
620058204,58204
620058205,58205
620058206,58206
620058207,58207
620058208,58208
620058209,58209
620058210,58210
620058211,58211
620058212,58212
620058213,58213
620058214,58214
620058215,58215
620058216,58216
620058217,58217
620058218,58218
620058219,58219
620058220,58220
620058221,58221
620058222,58222
620058223,58223
620058224,58224
620058225,58225
620058226,58226
620058227,58227
620058228,58228
620058229,58229
620058230,58230
620058231,58231
620058232,58232
620058233,58233
620058234,58234
620058235,58235
620058236,58236
620058237,58237
620058238,58238
620058239,58239
620058240,58240
620058241,58241
620058242,58242
620058243,58243
620058244,58244
620058245,58245
620058246,58246
620058247,58247
620058248,58248
620058249,58249
620058250,58250
620058251,58251
620058252,58252
620058253,58253
620058254,58254
620058255,58255
620058256,58256
620058257,58257
620058258,58258
620058259,58259
620058260,58260
620058261,58261
620058262,58262
620058263,58263
620058264,58264
620058265,58265
620058266,58266
620058267,58267
620058268,58268
620058269,58269
620058270,58270
620058271,58271
620058272,58272
620058273,58273
620058274,58274
620058275,58275
620058276,58276
620058277,58277
620058278,58278
620058279,58279
620058280,58280
620058281,58281
620058282,58282
620058283,58283
620058284,58284
620058285,58285
620058286,58286
620058287,58287
620058288,58288
620058289,58289
620058290,58290
620058291,58291
620058292,58292
620058293,58293
620058294,58294
620058295,58295
620058296,58296
620058297,58297
620058298,58298
620058299,58299
620058300,58300
620058301,58301
620058302,58302
620058303,58303
620058304,58304
620058305,58305
620058306,58306
620058307,58307
620058308,58308
620058309,58309
620058310,58310
620058311,58311
620058312,58312
620058313,58313
620058314,58314
620058315,58315
620058316,58316
620058317,58317
620058318,58318
620058319,58319
620058320,58320
620058321,58321
620058322,58322
620058323,58323
620058324,58324
620058325,58325
620058326,58326
620058327,58327
620058328,58328
620058329,58329
620058330,58330
620058331,58331
620058332,58332
620058333,58333
620058334,58334
620058335,58335
620058336,58336
620058337,58337
620058338,58338
620058339,58339
620058340,58340
620058341,58341
620058342,58342
620058343,58343
620058344,58344
620058345,58345
620058346,58346
620058347,58347
620058348,58348
620058349,58349
620058350,58350
620058351,58351
620058352,58352
620058353,58353
620058354,58354
620058355,58355
620058356,58356
620058357,58357
620058358,58358
620058359,58359
620058360,58360
620058361,58361
620058362,58362
620058363,58363
620058364,58364
620058365,58365
620058366,58366
620058367,58367
620058368,58368
620058369,58369
620058370,58370
620058371,58371
620058372,58372
620058373,58373
620058374,58374
620058375,58375
620058376,58376
620058377,58377
620058378,58378
620058379,58379
620058380,58380
620058381,58381
620058382,58382
620058383,58383
620058384,58384
620058385,58385
620058386,58386
620058387,58387
620058388,58388
620058389,58389
620058390,58390
620058391,58391
620058392,58392
620058393,58393
620058394,58394
620058395,58395
620058396,58396
620058397,58397
620058398,58398
620058399,58399
620058400,58400
620058401,58401
620058402,58402
620058403,58403
620058404,58404
620058405,58405
620058406,58406
620058407,58407
620058408,58408
620058409,58409
620058410,58410
620058411,58411
620058412,58412
620058413,58413
620058414,58414
620058415,58415
620058416,58416
620058417,58417
620058418,58418
620058419,58419
620058420,58420
620058421,58421
620058422,58422
620058423,58423
620058424,58424
620058425,58425
620058426,58426
620058427,58427
620058428,58428
620058429,58429
620058430,58430
620058431,58431
620058432,58432
620058433,58433
620058434,58434
620058435,58435
620058436,58436
620058437,58437
620058438,58438
620058439,58439
620058440,58440
620058441,58441
620058442,58442
620058443,58443
620058444,58444
620058445,58445
620058446,58446
620058447,58447
620058448,58448
620058449,58449
620058450,58450
620058451,58451
620058452,58452
620058453,58453
620058454,58454
620058455,58455
620058456,58456
620058457,58457
620058458,58458
620058459,58459
620058460,58460
620058461,58461
620058462,58462
620058463,58463
620058464,58464
620058465,58465
620058466,58466
620058467,58467
620058468,58468
620058469,58469
620058470,58470
620058471,58471
620058472,58472
620058473,58473
620058474,58474
620058475,58475
620058476,58476
620058477,58477
620058478,58478
620058479,58479
620058480,58480
620058481,58481
620058482,58482
620058483,58483
620058484,58484
620058485,58485
620058486,58486
620058487,58487
620058488,58488
620058489,58489
620058490,58490
620058491,58491
620058492,58492
620058493,58493
620058494,58494
620058495,58495
620058496,58496
620058497,58497
620058498,58498
620058499,58499
620058500,58500
620058501,58501
620058502,58502
620058503,58503
620058504,58504
620058505,58505
620058506,58506
620058507,58507
620058508,58508
620058509,58509
620058510,58510
620058511,58511
620058512,58512
620058513,58513
620058514,58514
620058515,58515
620058516,58516
620058517,58517
620058518,58518
620058519,58519
620058520,58520
620058521,58521
620058522,58522
620058523,58523
620058524,58524
620058525,58525
620058526,58526
620058527,58527
620058528,58528
620058529,58529
620058530,58530
620058531,58531
620058532,58532
620058533,58533
620058534,58534
620058535,58535
620058536,58536
620058537,58537
620058538,58538
620058539,58539
620058540,58540
620058541,58541
620058542,58542
620058543,58543
620058544,58544
620058545,58545
620058546,58546
620058547,58547
620058548,58548
620058549,58549
620058550,58550
620058551,58551
620058552,58552
620058553,58553
620058554,58554
620058555,58555
620058556,58556
620058557,58557
620058558,58558
620058559,58559
620058560,58560
620058561,58561
620058562,58562
620058563,58563
620058564,58564
620058565,58565
620058566,58566
620058567,58567
620058568,58568
620058569,58569
620058570,58570
620058571,58571
620058572,58572
620058573,58573
620058574,58574
620058575,58575
620058576,58576
620058577,58577
620058578,58578
620058579,58579
620058580,58580
620058581,58581
620058582,58582
620058583,58583
620058584,58584
620058585,58585
620058586,58586
620058587,58587
620058588,58588
620058589,58589
620058590,58590
620058591,58591
620058592,58592
620058593,58593
620058594,58594
620058595,58595
620058596,58596
620058597,58597
620058598,58598
620058599,58599
620058600,58600
620058601,58601
620058602,58602
620058603,58603
620058604,58604
620058605,58605
620058606,58606
620058607,58607
620058608,58608
620058609,58609
620058610,58610
620058611,58611
620058612,58612
620058613,58613
620058614,58614
620058615,58615
620058616,58616
620058617,58617
620058618,58618
620058619,58619
620058620,58620
620058621,58621
620058622,58622
620058623,58623
620058624,58624
620058625,58625
620058626,58626
620058627,58627
620058628,58628
620058629,58629
620058630,58630
620058631,58631
620058632,58632
620058633,58633
620058634,58634
620058635,58635
620058636,58636
620058637,58637
620058638,58638
620058639,58639
620058640,58640
620058641,58641
620058642,58642
620058643,58643
620058644,58644
620058645,58645
620058646,58646
620058647,58647
620058648,58648
620058649,58649
620058650,58650
620058651,58651
620058652,58652
620058653,58653
620058654,58654
620058655,58655
620058656,58656
620058657,58657
620058658,58658
620058659,58659
620058660,58660
620058661,58661
620058662,58662
620058663,58663
620058664,58664
620058665,58665
620058666,58666
620058667,58667
620058668,58668
620058669,58669
620058670,58670
620058671,58671
620058672,58672
620058673,58673
620058674,58674
620058675,58675
620058676,58676
620058677,58677
620058678,58678
620058679,58679
620058680,58680
620058681,58681
620058682,58682
620058683,58683
620058684,58684
620058685,58685
620058686,58686
620058687,58687
620058688,58688
620058689,58689
620058690,58690
620058691,58691
620058692,58692
620058693,58693
620058694,58694
620058695,58695
620058696,58696
620058697,58697
620058698,58698
620058699,58699
620058700,58700
620058701,58701
620058702,58702
620058703,58703
620058704,58704
620058705,58705
620058706,58706
620058707,58707
620058708,58708
620058709,58709
620058710,58710
620058711,58711
620058712,58712
620058713,58713
620058714,58714
620058715,58715
620058716,58716
620058717,58717
620058718,58718
620058719,58719
620058720,58720
620058721,58721
620058722,58722
620058723,58723
620058724,58724
620058725,58725
620058726,58726
620058727,58727
620058728,58728
620058729,58729
620058730,58730
620058731,58731
620058732,58732
620058733,58733
620058734,58734
620058735,58735
620058736,58736
620058737,58737
620058738,58738
620058739,58739
620058740,58740
620058741,58741
620058742,58742
620058743,58743
620058744,58744
620058745,58745
620058746,58746
620058747,58747
620058748,58748
620058749,58749
620058750,58750
620058751,58751
620058752,58752
620058753,58753
620058754,58754
620058755,58755
620058756,58756
620058757,58757
620058758,58758
620058759,58759
620058760,58760
620058761,58761
620058762,58762
620058763,58763
620058764,58764
620058765,58765
620058766,58766
620058767,58767
620058768,58768
620058769,58769
620058770,58770
620058771,58771
620058772,58772
620058773,58773
620058774,58774
620058775,58775
620058776,58776
620058777,58777
620058778,58778
620058779,58779
620058780,58780
620058781,58781
620058782,58782
620058783,58783
620058784,58784
620058785,58785
620058786,58786
620058787,58787
620058788,58788
620058789,58789
620058790,58790
620058791,58791
620058792,58792
620058793,58793
620058794,58794
620058795,58795
620058796,58796
620058797,58797
620058798,58798
620058799,58799
620058800,58800
620058801,58801
620058802,58802
620058803,58803
620058804,58804
620058805,58805
620058806,58806
620058807,58807
620058808,58808
620058809,58809
620058810,58810
620058811,58811
620058812,58812
620058813,58813
620058814,58814
620058815,58815
620058816,58816
620058817,58817
620058818,58818
620058819,58819
620058820,58820
620058821,58821
620058822,58822
620058823,58823
620058824,58824
620058825,58825
620058826,58826
620058827,58827
620058828,58828
620058829,58829
620058830,58830
620058831,58831
620058832,58832
620058833,58833
620058834,58834
620058835,58835
620058836,58836
620058837,58837
620058838,58838
620058839,58839
620058840,58840
620058841,58841
620058842,58842
620058843,58843
620058844,58844
620058845,58845
620058846,58846
620058847,58847
620058848,58848
620058849,58849
620058850,58850
620058851,58851
620058852,58852
620058853,58853
620058854,58854
620058855,58855
620058856,58856
620058857,58857
620058858,58858
620058859,58859
620058860,58860
620058861,58861
620058862,58862
620058863,58863
620058864,58864
620058865,58865
620058866,58866
620058867,58867
620058868,58868
620058869,58869
620058870,58870
620058871,58871
620058872,58872
620058873,58873
620058874,58874
620058875,58875
620058876,58876
620058877,58877
620058878,58878
620058879,58879
620058880,58880
620058881,58881
620058882,58882
620058883,58883
620058884,58884
620058885,58885
620058886,58886
620058887,58887
620058888,58888
620058889,58889
620058890,58890
620058891,58891
620058892,58892
620058893,58893
620058894,58894
620058895,58895
